prime,target,p.POSr,t.POSr,first,second,match,index,JCNvalue,,,,,,,
cough,cold,n,other,"'cough#n#1',","'cold#other#1',",FALSE,cough.cold,NA,,,,,,,
obstacle,course,n,n,"'obstacle#n#1',","'course#n#1',",TRUE,obstacle.course,13.39,,,,,,,
case,court,n,n,"'case#n#1',","'court#n#1',",TRUE,case.court,12.35,,,,,,,
beef,cow,n,n,"'beef#n#1',","'cow#n#1',",TRUE,beef.cow,3.39,,,,,,,
cowgirl,cowboy,n,n,"'cowgirl#n#1',","'cowboy#n#1',",TRUE,cowgirl.cowboy,0.00,,,,,,,
lobster,crab,n,n,"'lobster#n#1',","'crab#n#1',",TRUE,lobster.crab,0.00,,,,,,,
crevice,crack,n,n,"'crevice#n#1',","'crack#n#1',",TRUE,crevice.crack,10.51,,,,,,,
arts,crafts,n,n,"'arts#n#1',","'crafts#n#1',",TRUE,arts.crafts,NA,,,,,,,
disc,compact,n,other,"'disc#n#1',","'compact#other#1',",FALSE,disc.compact,NA,,,,,,,
impact,crash,n,n,"'impact#n#1',","'crash#n#1',",TRUE,impact.crash,9.37,,,,,,,
inventor,creator,n,n,"'inventor#n#1',","'creator#n#1',",TRUE,inventor.creator,19.52,,,,,,,
rape,crime,n,n,"'rape#n#1',","'crime#n#1',",TRUE,rape.crime,0.00,,,,,,,
harvest,crops,n,n,"'harvest#n#1',","'crops#n#1',",TRUE,harvest.crops,NA,,,,,,,
slab,concrete,n,other,"'slab#n#1',","'concrete#other#1',",FALSE,slab.concrete,NA,,,,,,,
mob,crowd,n,n,"'mob#n#1',","'crowd#n#1',",TRUE,mob.crowd,1.47,,,,,,,
laugh,cry,n,n,"'laugh#n#1',","'cry#n#1',",TRUE,laugh.cry,2.91,,,,,,,
saucer,cup,n,n,"'saucer#n#1',","'cup#n#1',",TRUE,saucer.cup,17.43,,,,,,,
antidote,cure,n,n,"'antidote#n#1',","'cure#n#1',",TRUE,antidote.cure,0.00,,,,,,,
drapes,curtains,n,n,"'drapes#n#1',","'curtains#n#1',",TRUE,drapes.curtains,NA,,,,,,,
mummy,dad,n,n,"'mummy#n#1',","'dad#n#1',",TRUE,mummy.dad,4.09,,,,,,,
cloak,dagger,n,n,"'cloak#n#1',","'dagger#n#1',",TRUE,cloak.dagger,18.54,,,,,,,
beaver,dam,n,n,"'beaver#n#1',","'dam#n#1',",TRUE,beaver.dam,0.00,,,,,,,
reef,coral,n,other,"'reef#n#1',","'coral#other#1',",FALSE,reef.coral,NA,,,,,,,
ballet,dance,n,n,"'ballet#n#1',","'dance#n#1',",TRUE,ballet.dance,19.44,,,,,,,
singer,dancer,n,n,"'singer#n#1',","'dancer#n#1',",TRUE,singer.dancer,4.52,,,,,,,
caution,danger,n,n,"'caution#n#1',","'danger#n#1',",TRUE,caution.danger,14.59,,,,,,,
information,data,n,n,"'information#n#1',","'data#n#1',",TRUE,information.data,11.63,,,,,,,
calendar,date,n,n,"'calendar#n#1',","'date#n#1',",TRUE,calendar.date,18.51,,,,,,,
night,day,n,n,"'night#n#1',","'day#n#1',",TRUE,night.day,6.98,,,,,,,
glory,days,n,n,"'glory#n#1',","'days#n#1',",TRUE,glory.days,19.78,,,,,,,
burial,death,n,n,"'burial#n#1',","'death#n#1',",TRUE,burial.death,13.44,,,,,,,
choice,decision,n,n,"'choice#n#1',","'decision#n#1',",TRUE,choice.decision,12.33,,,,,,,
offense,defense,n,n,"'offense#n#1',","'defense#n#1',",TRUE,offense.defense,13.49,,,,,,,
meaning,definition,n,n,"'meaning#n#1',","'definition#n#1',",TRUE,meaning.definition,8.12,,,,,,,
ban,deodorant,n,n,"'ban#n#1',","'deodorant#n#1',",TRUE,ban.deodorant,0.00,,,,,,,
mirage,desert,n,n,"'mirage#n#1',","'desert#n#1',",TRUE,mirage.desert,0.00,,,,,,,
office,desk,n,n,"'office#n#1',","'desk#n#1',",TRUE,office.desk,11.01,,,,,,,
nuts,crazy,n,other,"'nuts#n#1',","'crazy#other#1',",FALSE,nuts.crazy,NA,,,,,,,
elimination,destruction,n,n,"'elimination#n#1',","'destruction#n#1',",TRUE,elimination.destruction,9.91,,,,,,,
demon,devil,n,n,"'demon#n#1',","'devil#n#1',",TRUE,demon.devil,6.04,,,,,,,
jewel,diamond,n,n,"'jewel#n#1',","'diamond#n#1',",TRUE,jewel.diamond,0.85,,,,,,,
journal,diary,n,n,"'journal#n#1',","'diary#n#1',",TRUE,journal.diary,0.00,,,,,,,
pickles,dill,n,n,"'pickles#n#1',","'dill#n#1',",TRUE,pickles.dill,NA,,,,,,,
quarter,dime,n,n,"'quarter#n#1',","'dime#n#1',",TRUE,quarter.dime,14.86,,,,,,,
lunch,dinner,n,n,"'lunch#n#1',","'dinner#n#1',",TRUE,lunch.dinner,3.19,,,,,,,
fossil,dinosaur,n,n,"'fossil#n#1',","'dinosaur#n#1',",TRUE,fossil.dinosaur,0.00,,,,,,,
compass,direction,n,n,"'compass#n#1',","'direction#n#1',",TRUE,compass.direction,15.43,,,,,,,
instructions,directions,n,n,"'instructions#n#1',","'directions#n#1',",TRUE,instructions.directions,NA,,,,,,,
soil,dirt,n,n,"'soil#n#1',","'dirt#n#1',",TRUE,soil.dirt,14.10,,,,,,,
agreement,disagreement,n,n,"'agreement#n#1',","'disagreement#n#1',",TRUE,agreement.disagreement,16.80,,,,,,,
infection,disease,n,n,"'infection#n#1',","'disease#n#1',",TRUE,infection.disease,3.65,,,,,,,
china,dish,n,n,"'china#n#1',","'dish#n#1',",TRUE,china.dish,16.76,,,,,,,
plates,dishes,n,n,"'plates#n#1',","'dishes#n#1',",TRUE,plates.dishes,NA,,,,,,,
gully,ditch,n,n,"'gully#n#1',","'ditch#n#1',",TRUE,gully.ditch,16.92,,,,,,,
scuba,dive,n,n,"'scuba#n#1',","'dive#n#1',",TRUE,scuba.dive,0.00,,,,,,,
deer,doe,n,n,"'deer#n#1',","'doe#n#1',",TRUE,deer.doe,0.00,,,,,,,
corpse,dead,n,other,"'corpse#n#1',","'dead#other#1',",FALSE,corpse.dead,NA,,,,,,,
breed,dog,n,n,"'breed#n#1',","'dog#n#1',",TRUE,breed.dog,18.12,,,,,,,
porcelain,doll,n,n,"'porcelain#n#1',","'doll#n#1',",TRUE,porcelain.doll,17.16,,,,,,,
buck,dollar,n,n,"'buck#n#1',","'dollar#n#1',",TRUE,buck.dollar,20.35,,,,,,,
cents,dollars,n,n,"'cents#n#1',","'dollars#n#1',",TRUE,cents.dollars,NA,,,,,,,
flipper,dolphin,n,n,"'flipper#n#1',","'dolphin#n#1',",TRUE,flipper.dolphin,0.00,,,,,,,
ass,donkey,n,n,"'ass#n#1',","'donkey#n#1',",TRUE,ass.donkey,0.00,,,,,,,
pastry,doughnut,n,n,"'pastry#n#1',","'doughnut#n#1',",TRUE,pastry.doughnut,0.00,,,,,,,
leak,drip,n,n,"'leak#n#1',","'drip#n#1',",TRUE,leak.drip,0.00,,,,,,,
screw,driver,n,n,"'screw#n#1',","'driver#n#1',",TRUE,screw.driver,0.00,,,,,,,
drip,drop,n,n,"'drip#n#1',","'drop#n#1',",TRUE,drip.drop,0.00,,,,,,,
heroine,drug,n,n,"'heroine#n#1',","'drug#n#1',",TRUE,heroine.drug,17.28,,,,,,,
change,different,n,other,"'change#n#1',","'different#other#1',",FALSE,change.different,NA,,,,,,,
quack,duck,n,n,"'quack#n#1',","'duck#n#1',",TRUE,quack.duck,15.86,,,,,,,
dawn,dusk,n,n,"'dawn#n#1',","'dusk#n#1',",TRUE,dawn.dusk,3.61,,,,,,,
lint,dust,n,n,"'lint#n#1',","'dust#n#1',",TRUE,lint.dust,9.55,,,,,,,
obligation,duty,n,n,"'obligation#n#1',","'duty#n#1',",TRUE,obligation.duty,0.00,,,,,,,
lobe,ear,n,n,"'lobe#n#1',","'ear#n#1',",TRUE,lobe.ear,10.12,,,,,,,
world,earth,n,n,"'world#n#1',","'earth#n#1',",TRUE,world.earth,5.40,,,,,,,
disaster,earthquake,n,n,"'disaster#n#1',","'earthquake#n#1',",TRUE,disaster.earthquake,18.32,,,,,,,
west,east,n,n,"'west#n#1',","'east#n#1',",TRUE,west.east,18.80,,,,,,,
yolk,egg,n,n,"'yolk#n#1',","'egg#n#1',",TRUE,yolk.egg,0.00,,,,,,,
pyramid,egypt,n,n,"'pyramid#n#1',","'egypt#n#1',",TRUE,pyramid.egypt,0.00,,,,,,,
energy,electricity,n,n,"'energy#n#1',","'electricity#n#1',",TRUE,energy.electricity,5.65,,,,,,,
tusk,elephant,n,n,"'tusk#n#1',","'elephant#n#1',",TRUE,tusk.elephant,19.41,,,,,,,
escalator,elevator,n,n,"'escalator#n#1',","'elevator#n#1',",TRUE,escalator.elevator,0.00,,,,,,,
ambulance,emergency,n,n,"'ambulance#n#1',","'emergency#n#1',",TRUE,ambulance.emergency,19.84,,,,,,,
feeling,emotion,n,n,"'feeling#n#1',","'emotion#n#1',",TRUE,feeling.emotion,0.93,,,,,,,
roman,empire,n,n,"'roman#n#1',","'empire#n#1',",TRUE,roman.empire,18.71,,,,,,,
employee,employer,n,n,"'employee#n#1',","'employer#n#1',",TRUE,employee.employer,11.64,,,,,,,
outcome,end,n,n,"'outcome#n#1',","'end#n#1',",TRUE,outcome.end,15.45,,,,,,,
adversary,enemy,n,n,"'adversary#n#1',","'enemy#n#1',",TRUE,adversary.enemy,15.68,,,,,,,
london,england,n,n,"'london#n#1',","'england#n#1',",TRUE,london.england,8.30,,,,,,,
surroundings,environment,n,n,"'surroundings#n#1',","'environment#n#1',",TRUE,surroundings.environment,2.72,,,,,,,
proof,evidence,n,n,"'proof#n#1',","'evidence#n#1',",TRUE,proof.evidence,2.65,,,,,,,
sample,example,n,n,"'sample#n#1',","'example#n#1',",TRUE,sample.example,0.85,,,,,,,
pardon,excuse,n,n,"'pardon#n#1',","'excuse#n#1',",TRUE,pardon.excuse,19.67,,,,,,,
stretch,exercise,n,n,"'stretch#n#1',","'exercise#n#1',",TRUE,stretch.exercise,16.70,,,,,,,
entrance,exit,n,n,"'entrance#n#1',","'exit#n#1',",TRUE,entrance.exit,13.02,,,,,,,
lab,experiment,n,n,"'lab#n#1',","'experiment#n#1',",TRUE,lab.experiment,16.21,,,,,,,
dynamite,explosion,n,n,"'dynamite#n#1',","'explosion#n#1',",TRUE,dynamite.explosion,20.18,,,,,,,
eyebrows,eyes,n,n,"'eyebrows#n#1',","'eyes#n#1',",TRUE,eyebrows.eyes,NA,,,,,,,
mask,face,n,n,"'mask#n#1',","'face#n#1',",TRUE,mask.face,17.02,,,,,,,
trend,fad,n,n,"'trend#n#1',","'fad#n#1',",TRUE,trend.fad,19.25,,,,,,,
success,failure,n,n,"'success#n#1',","'failure#n#1',",TRUE,success.failure,11.06,,,,,,,
drop,fall,n,n,"'drop#n#1',","'fall#n#1',",TRUE,drop.fall,16.73,,,,,,,
friends,family,n,n,"'friends#n#1',","'family#n#1',",TRUE,friends.family,NA,,,,,,,
reality,fantasy,n,n,"'reality#n#1',","'fantasy#n#1',",TRUE,reality.fantasy,11.99,,,,,,,
agriculture,farm,n,n,"'agriculture#n#1',","'farm#n#1',",TRUE,agriculture.farm,18.10,,,,,,,
fad,fashion,n,n,"'fad#n#1',","'fashion#n#1',",TRUE,fad.fashion,14.86,,,,,,,
mother,father,n,n,"'mother#n#1',","'father#n#1',",TRUE,mother.father,1.67,,,,,,,
figure,eight,n,other,"'figure#n#1',","'eight#other#1',",FALSE,figure.eight,NA,,,,,,,
terror,fear,n,n,"'terror#n#1',","'fear#n#1',",TRUE,terror.fear,2.01,,,,,,,
shock,electric,n,other,"'shock#n#1',","'electric#other#1',",FALSE,shock.electric,NA,,,,,,,
emotion,feeling,n,n,"'emotion#n#1',","'feeling#n#1',",TRUE,emotion.feeling,0.93,,,,,,,
hands,feet,n,n,"'hands#n#1',","'feet#n#1',",TRUE,hands.feet,NA,,,,,,,
gate,fence,n,n,"'gate#n#1',","'fence#n#1',",TRUE,gate.fence,3.83,,,,,,,
facts,fiction,n,n,"'facts#n#1',","'fiction#n#1',",TRUE,facts.fiction,NA,,,,,,,
meadow,field,n,n,"'meadow#n#1',","'field#n#1',",TRUE,meadow.field,5.27,,,,,,,
conflict,fight,n,n,"'conflict#n#1',","'fight#n#1',",TRUE,conflict.fight,5.03,,,,,,,
warrior,fighter,n,n,"'warrior#n#1',","'fighter#n#1',",TRUE,warrior.fighter,14.84,,,,,,,
vacancy,empty,n,other,"'vacancy#n#1',","'empty#other#1',",FALSE,vacancy.empty,NA,,,,,,,
movie,film,n,n,"'movie#n#1',","'film#n#1',",TRUE,movie.film,0.00,,,,,,,
hand,finger,n,n,"'hand#n#1',","'finger#n#1',",TRUE,hand.finger,2.42,,,,,,,
torch,fire,n,n,"'torch#n#1',","'fire#n#1',",TRUE,torch.fire,18.91,,,,,,,
cod,fish,n,n,"'cod#n#1',","'fish#n#1',",TRUE,cod.fish,0.00,,,,,,,
language,english,n,other,"'language#n#1',","'english#other#1',",FALSE,language.english,NA,,,,,,,
plenty,enough,n,other,"'plenty#n#1',","'enough#other#1',",FALSE,plenty.enough,NA,,,,,,,
fight,fist,n,n,"'fight#n#1',","'fist#n#1',",TRUE,fight.fist,15.72,,,,,,,
mop,floor,n,n,"'mop#n#1',","'floor#n#1',",TRUE,mop.floor,0.00,,,,,,,
state,florida,n,n,"'state#n#1',","'florida#n#1',",TRUE,state.florida,4.52,,,,,,,
level,even,n,other,"'level#n#1',","'even#other#1',",FALSE,level.even,NA,,,,,,,
tulip,flower,n,n,"'tulip#n#1',","'flower#n#1',",TRUE,tulip.flower,7.87,,,,,,,
devil,evil,n,other,"'devil#n#1',","'evil#other#1',",FALSE,devil.evil,NA,,,,,,,
bouquet,flowers,n,n,"'bouquet#n#1',","'flowers#n#1',",TRUE,bouquet.flowers,NA,,,,,,,
clarinet,flute,n,n,"'clarinet#n#1',","'flute#n#1',",TRUE,clarinet.flute,0.00,,,,,,,
mist,fog,n,n,"'mist#n#1',","'fog#n#1',",TRUE,mist.fog,0.92,,,,,,,
crease,fold,n,n,"'crease#n#1',","'fold#n#1',",TRUE,crease.fold,0.00,,,,,,,
binder,folder,n,n,"'binder#n#1',","'folder#n#1',",TRUE,binder.folder,18.54,,,,,,,
leader,follower,n,n,"'leader#n#1',","'follower#n#1',",TRUE,leader.follower,10.12,,,,,,,
dinosaur,extinct,n,other,"'dinosaur#n#1',","'extinct#other#1',",FALSE,dinosaur.extinct,NA,,,,,,,
provision,food,n,n,"'provision#n#1',","'food#n#1',",TRUE,provision.food,13.90,,,,,,,
toe,foot,n,n,"'toe#n#1',","'foot#n#1',",TRUE,toe.foot,5.07,,,,,,,
arena,football,n,n,"'arena#n#1',","'football#n#1',",TRUE,arena.football,15.99,,,,,,,
inertia,force,n,n,"'inertia#n#1',","'force#n#1',",TRUE,inertia.force,13.29,,,,,,,
swoon,faint,n,other,"'swoon#n#1',","'faint#other#1',",FALSE,swoon.faint,NA,,,,,,,
hindsight,foresight,n,n,"'hindsight#n#1',","'foresight#n#1',",TRUE,hindsight.foresight,0.00,,,,,,,
wilderness,forest,n,n,"'wilderness#n#1',","'forest#n#1',",TRUE,wilderness.forest,0.00,,,,,,,
knife,fork,n,n,"'knife#n#1',","'fork#n#1',",TRUE,knife.fork,15.37,,,,,,,
distance,far,n,other,"'distance#n#1',","'far#other#1',",FALSE,distance.far,NA,,,,,,,
fame,fortune,n,n,"'fame#n#1',","'fortune#n#1',",TRUE,fame.fortune,18.59,,,,,,,
picture,frame,n,n,"'picture#n#1',","'frame#n#1',",TRUE,picture.frame,12.54,,,,,,,
speed,fast,n,other,"'speed#n#1',","'fast#other#1',",FALSE,speed.fast,NA,,,,,,,
paris,france,n,n,"'paris#n#1',","'france#n#1',",TRUE,paris.france,9.23,,,,,,,
greek,fraternity,n,n,"'greek#n#1',","'fraternity#n#1',",TRUE,greek.fraternity,19.89,,,,,,,
liberty,freedom,n,n,"'liberty#n#1',","'freedom#n#1',",TRUE,liberty.freedom,1.62,,,,,,,
toad,frog,n,n,"'toad#n#1',","'frog#n#1',",TRUE,toad.frog,0.00,,,,,,,
side,front,n,n,"'side#n#1',","'front#n#1',",TRUE,side.front,5.49,,,,,,,
sex,female,n,other,"'sex#n#1',","'female#other#1',",FALSE,sex.female,NA,,,,,,,
banana,fruit,n,n,"'banana#n#1',","'fruit#n#1',",TRUE,banana.fruit,16.41,,,,,,,
weekend,fun,n,n,"'weekend#n#1',","'fun#n#1',",TRUE,weekend.fun,17.11,,,,,,,
bacteria,fungus,n,n,"'bacteria#n#1',","'fungus#n#1',",TRUE,bacteria.fungus,18.09,,,,,,,
patio,furniture,n,n,"'patio#n#1',","'furniture#n#1',",TRUE,patio.furniture,12.27,,,,,,,
destiny,future,n,n,"'destiny#n#1',","'future#n#1',",TRUE,destiny.future,15.02,,,,,,,
dice,game,n,n,"'dice#n#1',","'game#n#1',",TRUE,dice.game,16.22,,,,,,,
goose,gander,n,n,"'goose#n#1',","'gander#n#1',",TRUE,goose.gander,0.00,,,,,,,
hoe,garden,n,n,"'hoe#n#1',","'garden#n#1',",TRUE,hoe.garden,18.49,,,,,,,
fuel,gas,n,n,"'fuel#n#1',","'gas#n#1',",TRUE,fuel.gas,16.19,,,,,,,
angle,geometry,n,n,"'angle#n#1',","'geometry#n#1',",TRUE,angle.geometry,17.83,,,,,,,
ghoul,ghost,n,n,"'ghoul#n#1',","'ghost#n#1',",TRUE,ghoul.ghost,20.24,,,,,,,
tonic,gin,n,n,"'tonic#n#1',","'gin#n#1',",TRUE,tonic.gin,0.00,,,,,,,
gal,girl,n,n,"'gal#n#1',","'girl#n#1',",TRUE,gal.girl,17.81,,,,,,,
boyfriend,girlfriend,n,n,"'boyfriend#n#1',","'girlfriend#n#1',",TRUE,boyfriend.girlfriend,13.69,,,,,,,
guys,girls,n,n,"'guys#n#1',","'girls#n#1',",TRUE,guys.girls,NA,,,,,,,
window,glass,n,n,"'window#n#1',","'glass#n#1',",TRUE,window.glass,14.56,,,,,,,
lens,glasses,n,n,"'lens#n#1',","'glasses#n#1',",TRUE,lens.glasses,10.70,,,,,,,
hope,glory,n,n,"'hope#n#1',","'glory#n#1',",TRUE,hope.glory,12.11,,,,,,,
boxing,gloves,n,n,"'boxing#n#1',","'gloves#n#1',",TRUE,boxing.gloves,NA,,,,,,,
paste,glue,n,n,"'paste#n#1',","'glue#n#1',",TRUE,paste.glue,13.79,,,,,,,
ambition,goal,n,n,"'ambition#n#1',","'goal#n#1',",TRUE,ambition.goal,13.82,,,,,,,
necklace,gold,n,n,"'necklace#n#1',","'gold#n#1',",TRUE,necklace.gold,20.76,,,,,,,
gander,goose,n,n,"'gander#n#1',","'goose#n#1',",TRUE,gander.goose,0.00,,,,,,,
oligarchy,government,n,n,"'oligarchy#n#1',","'government#n#1',",TRUE,oligarchy.government,0.00,,,,,,,
diploma,graduation,n,n,"'diploma#n#1',","'graduation#n#1',",TRUE,diploma.graduation,0.00,,,,,,,
grandpa,grandma,n,n,"'grandpa#n#1',","'grandma#n#1',",TRUE,grandpa.grandma,1.83,,,,,,,
raisin,grape,n,n,"'raisin#n#1',","'grape#n#1',",TRUE,raisin.grape,0.00,,,,,,,
chart,graph,n,n,"'chart#n#1',","'graph#n#1',",TRUE,chart.graph,5.50,,,,,,,
legion,foreign,n,other,"'legion#n#1',","'foreign#other#1',",FALSE,legion.foreign,NA,,,,,,,
weed,grass,n,n,"'weed#n#1',","'grass#n#1',",TRUE,weed.grass,6.71,,,,,,,
charcoal,grill,n,n,"'charcoal#n#1',","'grill#n#1',",TRUE,charcoal.grill,20.22,,,,,,,
list,groceries,n,n,"'list#n#1',","'groceries#n#1',",TRUE,list.groceries,NA,,,,,,,
hole,ground,n,n,"'hole#n#1',","'ground#n#1',",TRUE,hole.ground,12.80,,,,,,,
gang,group,n,n,"'gang#n#1',","'group#n#1',",TRUE,gang.group,6.95,,,,,,,
advance,forward,n,other,"'advance#n#1',","'forward#other#1',",FALSE,advance.forward,NA,,,,,,,
development,growth,n,n,"'development#n#1',","'growth#n#1',",TRUE,development.growth,15.08,,,,,,,
sentry,guard,n,n,"'sentry#n#1',","'guard#n#1',",TRUE,sentry.guard,1.72,,,,,,,
shame,guilt,n,n,"'shame#n#1',","'guilt#n#1',",TRUE,shame.guilt,11.56,,,,,,,
banjo,guitar,n,n,"'banjo#n#1',","'guitar#n#1',",TRUE,banjo.guitar,5.49,,,,,,,
bubble,gum,n,n,"'bubble#n#1',","'gum#n#1',",TRUE,bubble.gum,19.89,,,,,,,
violence,gun,n,n,"'violence#n#1',","'gun#n#1',",TRUE,violence.gun,15.25,,,,,,,
tendency,habit,n,n,"'tendency#n#1',","'habit#n#1',",TRUE,tendency.habit,11.64,,,,,,,
capacity,full,n,other,"'capacity#n#1',","'full#other#1',",FALSE,capacity.full,NA,,,,,,,
spray,hair,n,n,"'spray#n#1',","'hair#n#1',",TRUE,spray.hair,16.66,,,,,,,
corridor,hall,n,n,"'corridor#n#1',","'hall#n#1',",TRUE,corridor.hall,0.26,,,,,,,
clown,funny,n,other,"'clown#n#1',","'funny#other#1',",FALSE,clown.funny,NA,,,,,,,
witch,halloween,n,n,"'witch#n#1',","'halloween#n#1',",TRUE,witch.halloween,22.43,,,,,,,
passage,hallway,n,n,"'passage#n#1',","'hallway#n#1',",TRUE,passage.hallway,17.36,,,,,,,
tools,hammer,n,n,"'tools#n#1',","'hammer#n#1',",TRUE,tools.hammer,NA,,,,,,,
finger,hand,n,n,"'finger#n#1',","'hand#n#1',",TRUE,finger.hand,2.42,,,,,,,
gloves,hands,n,n,"'gloves#n#1',","'hands#n#1',",TRUE,gloves.hands,NA,,,,,,,
cap,hat,n,n,"'cap#n#1',","'hat#n#1',",TRUE,cap.hat,1.88,,,,,,,
pitchfork,hay,n,n,"'pitchfork#n#1',","'hay#n#1',",TRUE,pitchfork.hay,19.21,,,,,,,
hat,head,n,n,"'hat#n#1',","'head#n#1',",TRUE,hat.head,13.27,,,,,,,
aspirin,headache,n,n,"'aspirin#n#1',","'headache#n#1',",TRUE,aspirin.headache,18.34,,,,,,,
transplant,heart,n,n,"'transplant#n#1',","'heart#n#1',",TRUE,transplant.heart,0.00,,,,,,,
warmth,heat,n,n,"'warmth#n#1',","'heat#n#1',",TRUE,warmth.heat,18.08,,,,,,,
angel,heaven,n,n,"'angel#n#1',","'heaven#n#1',",TRUE,angel.heaven,20.24,,,,,,,
heaven,hell,n,n,"'heaven#n#1',","'hell#n#1',",TRUE,heaven.hell,10.19,,,,,,,
assistant,helper,n,n,"'assistant#n#1',","'helper#n#1',",TRUE,assistant.helper,0.00,,,,,,,
freeway,highway,n,n,"'freeway#n#1',","'highway#n#1',",TRUE,freeway.highway,1.06,,,,,,,
waist,hip,n,n,"'waist#n#1',","'hip#n#1',",TRUE,waist.hip,13.01,,,,,,,
pig,hog,n,n,"'pig#n#1',","'hog#n#1',",TRUE,pig.hog,0.00,,,,,,,
ditch,hole,n,n,"'ditch#n#1',","'hole#n#1',",TRUE,ditch.hole,16.34,,,,,,,
assignment,homework,n,n,"'assignment#n#1',","'homework#n#1',",TRUE,assignment.homework,0.00,,,,,,,
earnestness,honesty,n,n,"'earnestness#n#1',","'honesty#n#1',",TRUE,earnestness.honesty,14.82,,,,,,,
prestige,honor,n,n,"'prestige#n#1',","'honor#n#1',",TRUE,prestige.honor,15.51,,,,,,,
righteousness,good,n,other,"'righteousness#n#1',","'good#other#1',",FALSE,righteousness.good,NA,,,,,,,
hula,hoop,n,n,"'hula#n#1',","'hoop#n#1',",TRUE,hula.hoop,0.00,,,,,,,
bugle,horn,n,n,"'bugle#n#1',","'horn#n#1',",TRUE,bugle.horn,11.75,,,,,,,
trot,horse,n,n,"'trot#n#1',","'horse#n#1',",TRUE,trot.horse,18.63,,,,,,,
nylon,hose,n,n,"'nylon#n#1',","'hose#n#1',",TRUE,nylon.hose,0.00,,,,,,,
canyon,grand,n,other,"'canyon#n#1',","'grand#other#1',",FALSE,canyon.grand,NA,,,,,,,
host,hostess,n,n,"'host#n#1',","'hostess#n#1',",TRUE,host.hostess,1.61,,,,,,,
suite,hotel,n,n,"'suite#n#1',","'hotel#n#1',",TRUE,suite.hotel,19.01,,,,,,,
fox,hound,n,n,"'fox#n#1',","'hound#n#1',",TRUE,fox.hound,5.55,,,,,,,
minutes,hours,n,n,"'minutes#n#1',","'hours#n#1',",TRUE,minutes.hours,0.00,,,,,,,
tomb,grave,n,other,"'tomb#n#1',","'grave#other#1',",FALSE,tomb.grave,NA,,,,,,,
bean,green,n,other,"'bean#n#1',","'green#other#1',",FALSE,bean.green,NA,,,,,,,
doll,house,n,n,"'doll#n#1',","'house#n#1',",TRUE,doll.house,13.27,,,,,,,
hoop,hula,n,n,"'hoop#n#1',","'hula#n#1',",TRUE,hoop.hula,0.00,,,,,,,
famine,hunger,n,n,"'famine#n#1',","'hunger#n#1',",TRUE,famine.hunger,12.16,,,,,,,
bounty,hunter,n,n,"'bounty#n#1',","'hunter#n#1',",TRUE,bounty.hunter,0.00,,,,,,,
typhoon,hurricane,n,n,"'typhoon#n#1',","'hurricane#n#1',",TRUE,typhoon.hurricane,0.00,,,,,,,
rush,hurry,n,n,"'rush#n#1',","'hurry#n#1',",TRUE,rush.hurry,17.39,,,,,,,
spouse,husband,n,n,"'spouse#n#1',","'husband#n#1',",TRUE,spouse.husband,1.13,,,,,,,
igloo,ice,n,n,"'igloo#n#1',","'ice#n#1',",TRUE,igloo.ice,0.00,,,,,,,
innocence,guilty,n,other,"'innocence#n#1',","'guilty#other#1',",FALSE,innocence.guilty,NA,,,,,,,
ego,id,n,n,"'ego#n#1',","'id#n#1',",TRUE,ego.id,0.00,,,,,,,
suggestion,idea,n,n,"'suggestion#n#1',","'idea#n#1',",TRUE,suggestion.idea,5.07,,,,,,,
decrease,increase,n,n,"'decrease#n#1',","'increase#n#1',",TRUE,decrease.increase,15.00,,,,,,,
tribe,indian,n,n,"'tribe#n#1',","'indian#n#1',",TRUE,tribe.indian,20.82,,,,,,,
tuba,instrument,n,n,"'tuba#n#1',","'instrument#n#1',",TRUE,tuba.instrument,0.00,,,,,,,
claim,insurance,n,n,"'claim#n#1',","'insurance#n#1',",TRUE,claim.insurance,16.77,,,,,,,
ore,iron,n,n,"'ore#n#1',","'iron#n#1',",TRUE,ore.iron,10.95,,,,,,,
paradise,island,n,n,"'paradise#n#1',","'island#n#1',",TRUE,paradise.island,16.00,,,,,,,
product,item,n,n,"'product#n#1',","'item#n#1',",TRUE,product.item,15.59,,,,,,,
vest,jacket,n,n,"'vest#n#1',","'jacket#n#1',",TRUE,vest.jacket,6.65,,,,,,,
prisoner,jail,n,n,"'prisoner#n#1',","'jail#n#1',",TRUE,prisoner.jail,16.29,,,,,,,
delight,happy,n,other,"'delight#n#1',","'happy#other#1',",FALSE,delight.happy,NA,,,,,,,
tarzan,jane,n,n,"'tarzan#n#1',","'jane#n#1',",TRUE,tarzan.jane,NA,,,,,,,
pocket,jeans,n,n,"'pocket#n#1',","'jeans#n#1',",TRUE,pocket.jeans,NA,,,,,,,
jar,jelly,n,n,"'jar#n#1',","'jelly#n#1',",TRUE,jar.jelly,19.59,,,,,,,
christ,jesus,n,n,"'christ#n#1',","'jesus#n#1',",TRUE,christ.jesus,0.00,,,,,,,
fitness,healthy,n,other,"'fitness#n#1',","'healthy#other#1',",FALSE,fitness.healthy,NA,,,,,,,
task,job,n,n,"'task#n#1',","'job#n#1',",TRUE,task.job,5.75,,,,,,,
runner,jogger,n,n,"'runner#n#1',","'jogger#n#1',",TRUE,runner.jogger,0.00,,,,,,,
prank,joke,n,n,"'prank#n#1',","'joke#n#1',",TRUE,prank.joke,18.45,,,,,,,
